430963424281173, 214636833581520, 214962823624210 @ 45, -58, -210
334152709322429, 266448077023159, 184994575575775 @ 417, -255, -99
391329151897867, 240829117164553, 192897687631760 @ 212, -228, 1
379080354305832, 196517183439179, 294677452035581 @ 232, -47, -383
438561088474176, 260169045223332, 312356525621563 @ 106, -184, -411
410499129388347, 276989843462663, 165129111461781 @ 115, -347, 29
433970107682227, 334856649865959, 150452081795650 @ 107, -362, -59
441446718997183, 284870805135599, 150170787065574 @ 53, -288, -11
352513666747723, 245967711114849, 263472591491573 @ 323, -169, -355
411394433959888, 236183037379194, 238472506998568 @ 68, -164, -380
338660395929655, 242768178008139, 166498288072480 @ 317, -148, -104
370834780930707, 270044731738649, 272967341087728 @ 271, -248, -393
410766348077758, 229486802100405, 199703467763245 @ 78, -117, -111
301336076827056, 209525212462800, 144976568106730 @ 402, -76, -54
454722342112564, 299877567345486, 217877255508412 @ 32, -312, -216
469578829386457, 295311033342045, 186001778943229 @ 37, -261, -145
411852457505741, 271087125605280, 199340532198848 @ 81, -376, -116
380799644442858, 227335783654059, 325541835083325 @ 228, -115, -449
440978020067907, 213675385028875, 230833932549602 @ -5, -51, -278
363503226207617, 216296069548099, 253514871874802 @ 376, -38, -445
373156284960888, 178873148530230, 225942318432782 @ 298, 134, -266
281672412195067, 341113225048725, 234281285056936 @ 437, -356, -248
481086689823354, 235144042919902, 195537228152647 @ 10, -132, -165
372937861391575, 244481524043083, 189302856169562 @ 341, -224, -31
313894583944608, 275740137122271, 314213259203605 @ 378, -223, -429
337695150822059, 180876968817559, 194818672886887 @ 387, 45, -141
364553409834462, 330008936898732, 158132288809838 @ 262, -334, -86
468537646907920, 230776703193631, 127083478112976 @ -16, -123, 44
340341065354971, 235330859230088, 250866819889319 @ 371, -138, -325
416522098991894, 196632982225701, 214288413450582 @ 142, -37, -206
394752232990963, 183794374964865, 221678607560440 @ 195, 26, -230
403046935269523, 227827018083285, 198022546117820 @ 131, -106, -101
433253276854576, 193617653740969, 195740722063538 @ 32, 31, -130
356021956787968, 284914172009142, 262118713448023 @ 308, -280, -345
348074405795698, 149688035787120, 157632951459540 @ 320, 92, -56
317396550057649, 285840571745877, 305937450084322 @ 356, -235, -393
476243039251639, 310744083221187, 125021620629052 @ -23, -338, 34
467439195489979, 179178305225331, 174513391306990 @ 39, -10, -119
386455623503608, 204763153606980, 231980608141960 @ 258, 120, -380
403196571639619, 184660571031393, 251602496923048 @ 161, 53, -350
380670922535324, 186884581380591, 263013918821961 @ 256, 77, -431
378524222614848, 252797751246443, 186857289937812 @ 238, -179, -136
473575232370983, 219395113792360, 274498512220255 @ -33, -90, -381
327460664072257, 157260939267639, 204238826227162 @ 364, 60, -181
452926333478236, 191091616562994, 248460895938241 @ 52, -24, -291
370008049854681, 304716877213935, 266567271607640 @ 270, -346, -364
408836683086414, 208512572233287, 190555420066998 @ 106, 5, -70
416550116568463, 252219055516725, 214217934492160 @ 69, -243, -208
469941742538259, 299357673840057, 119655443376792 @ -9, -310, 52
378356475612244, 150194385789474, 301253565879478 @ 240, 92, -438
336410988754123, 274737704826993, 213957245108403 @ 323, -217, -205
374434867839414, 220814925089971, 233484813065426 @ 276, -83, -286
327449507365087, 214140991401159, 162333433240603 @ 455, -59, -5
471349727574871, 272771400125331, 132025633643128 @ 1, -230, 4
460270312430893, 154038487420515, 114638275132489 @ 33, 69, 43
401662951972829, 232467114717065, 194394019866840 @ 124, -141, -44
398239892086363, 182472016548225, 210822460535800 @ 176, 93, -192
377120441157822, 327700726771952, 208999048608797 @ 240, -360, -193
477463941085740, 191533336460715, 239189741447260 @ 4, -31, -264
307509884876781, 332362525954247, 264413901601104 @ 396, -354, -320
456369676400087, 234661029894671, 196416788860814 @ 49, -132, -163
396734581249142, 241150590742222, 205219425110204 @ 166, -212, -136
465991702244980, 297203912914541, 170954141840423 @ 14, -293, -95
407453435607007, 206315078913637, 152077456938320 @ 146, -32, 26
310345311025771, 183959041214361, 120309180860656 @ 377, -23, -6
371662834744168, 169739842927221, 179665080068082 @ 248, 11, -130
