438368229368253, 245485193886910, 296971604044370 @ -459, 9, -56
364770530244585, 260952706020212, 235691527927950 @ -121, -74, 226
342031261064297, 225123107656530, 163842440925430 @ -148, 128, 306
310753800547705, 242607285532514, 334633495679870 @ -13, 67, -108
350155978182013, 235377730671022, 342148225110038 @ -124, 86, -138
294455366899977, 121975085960882, 299351277160086 @ -27, 361, 20
414482733370492, 235539091573309, 245413783573782 @ -400, 8, 206
367713619188936, 243577549404400, 219525260322405 @ -180, 65, 227
496027253040343, 163997628931912, 170694029486386 @ -490, 266, 316
361601138393705, 140320695162208, 155083710198838 @ -185, 308, 334
353490712288686, 248084838179470, 258208684451988 @ -120, 35, 116
326095014927521, 225940583969904, 214075191663639 @ -65, 117, 239
368332207517583, 247097863968917, 279345937525441 @ -75, -98, -35
392510479505437, 249993409094436, 142604116651666 @ -251, 74, 360
317948072437908, 297701482795757, 322185750815736 @ -62, -62, -48
383635615467001, 221494107583070, 268482587546286 @ -193, 97, 50
415131362355669, 246947379233495, 224640049174932 @ -365, -12, 284
375164306490681, 206210432756882, 271553930601094 @ -120, 211, 19
378477137072265, 295185277489842, 179033076391542 @ -216, -54, 314
455843346895413, 316676670798002, 155430968386382 @ -399, -89, 354
423616601723856, 159039859475616, 305028831187025 @ -318, 269, 13
424949605062138, 211030883132762, 239250306122241 @ -344, 159, 169
472374919005644, 167601551104709, 232422638179393 @ -422, 250, 169
499433024851833, 143218038275462, 357996927434306 @ -501, 316, -119
384450585937321, 117919130592658, 252440119470198 @ -232, 380, 128
429647822623137, 229399751355746, 173591606396718 @ -342, 113, 321
381276441536583, 232906546948862, 283429677390951 @ -195, 51, -13
327116879847102, 144983349646190, 307620234382035 @ -88, 323, -9
400174055928873, 270065694844322, 243081952630566 @ -277, -32, 165
337961306000013, 320204245246322, 201223139196426 @ -124, -97, 247
461104387573513, 184637849207042, 193506416670790 @ -499, 256, 349
360776687734661, 175448174186066, 248181880350424 @ -95, 343, 169
346748178474024, 154884906899908, 252711240225384 @ -138, 297, 128
312610762772045, 253821779805042, 307456259272036 @ -91, 71, 15
352827218338556, 235580531200270, 254019228020788 @ -28, 27, 144
431433659950563, 120829904498912, 302499548320086 @ -339, 361, 14
479495543477818, 163073800057052, 198175515375006 @ -488, 289, 278
378589225128387, 129623498630160, 265305933205910 @ -210, 404, 94
417172416065229, 213209551127690, 334886344580298 @ -330, 153, -127
461294676929308, 165828688687587, 342228212580511 @ -416, 266, -87
418664504702505, 229363722365972, 204382724610672 @ -345, 96, 307
416431444127323, 221623924882346, 302133746087496 @ -364, 115, -85
268067455135503, 313613546729574, 267729154374998 @ 6, -55, 94
407621565673948, 183555846836089, 289847010915532 @ -364, 368, -104
294238396289301, 294475447815969, 198908147998582 @ -45, -18, 238
403482793264515, 230424098894404, 294312510551760 @ -300, 80, -37
371400991481493, 238689368258662, 292720374995126 @ -111, -19, -114
424614777131673, 190003289746718, 231657050852886 @ -389, 252, 230
367364938177857, 239243592823322, 333794872695438 @ -168, 66, -137
288298335604629, 320285477452817, 259073977924860 @ -21, -84, 112
428763439147437, 182429539917737, 206704904647410 @ -397, 276, 322
370095795544475, 207984670123988, 239555461765990 @ -106, 190, 246
429312715673461, 268071807730530, 328133970671742 @ -352, 3, -76
337552793282784, 329595987658067, 273598037287896 @ -130, -104, 80
363679550517528, 199403501335958, 315435588093195 @ -164, 195, -59
354359574728643, 205158896817959, 183488757641711 @ -159, 172, 295
370165645564023, 189665679403538, 232781889655614 @ -79, 343, 326
308439578493786, 172465524574265, 166978447726581 @ -30, 260, 355
509461254635067, 267607305625736, 317691616563228 @ -488, 42, -7
387067548934521, 183353569247570, 233302791710598 @ -223, 327, 264
382655979262209, 239951334507038, 266029682220408 @ -221, 69, 91
409918547914593, 243349884716499, 264872435852054 @ -369, -42, 78
380024469155661, 178500842066118, 298119987496162 @ -216, 252, 1
383678025835445, 144235817571126, 202931784497220 @ -227, 345, 269
381585330234063, 242601765422498, 207652492570488 @ -224, 79, 241
419699368358023, 169456370998282, 303074914401296 @ -358, 323, -57
340852192075263, 263343691720358, 193030431323196 @ -124, 29, 275
365958002197923, 162614730810182, 316573457058022 @ -144, 361, -122
332248814553412, 230912941895722, 238640796734216 @ -110, 111, 160
467130832301461, 123013842753010, 204778485708090 @ -442, 383, 251
321139401372169, 151584752378924, 288907340787218 @ -25, 349, 18
407758112198316, 109364277144179, 171689125437786 @ -282, 364, 290
390664254365825, 218377768227802, 347980126775902 @ -247, 141, -84
419229811145105, 188441158893002, 270986772161922 @ -445, 331, 32
327637314216411, 203320862168168, 352239302191098 @ -91, 177, -118
364242144173493, 215919341471422, 277879794167606 @ -78, 138, -2
363436627110791, 208808374984031, 233651861365050 @ -31, 190, 314
409814231176193, 278603463354676, 175607127823271 @ -289, 9, 295
433861029080649, 211827884802546, 225493756860442 @ -417, 159, 247
332960877256073, 155231077047922, 285821827295710 @ -29, 371, 13
358510226474653, 110768374001622, 203581284984346 @ -181, 363, 226
408443341369583, 252220537722752, 226421551800796 @ -340, -56, 291
472475231781513, 201468157178162, 268863432584566 @ -504, 190, 82
277022818628443, 289606137727802, 255470093085116 @ 5, -17, 120
394501633424693, 222046121301466, 244596542394471 @ -269, 95, 215
415746774438187, 221560293387529, 292456341295963 @ -415, 98, -113
394851436425303, 208417118898017, 243958524677961 @ -275, 194, 237
393588364523013, 201740326296362, 230014642766166 @ -256, 193, 214
449000972134373, 248002323291977, 346124130777456 @ -365, 82, -64
372919243163875, 188032191827235, 258244791459502 @ -163, 270, 118
372584153919621, 303855632080850, 341906649932700 @ -195, -105, -123
394187666990013, 212432953531862, 239050333742166 @ -262, 158, 214
475868425331173, 148590894460462, 170039620097466 @ -488, 336, 365
352783306431249, 207567116751584, 221762129915700 @ -113, 173, 244
347594116125289, 226210304896550, 292962900581334 @ -121, 115, 14
409534296803673, 243158356685642, 299464202060046 @ -355, -22, -123
367213047759723, 222863312287062, 161644016259236 @ -195, 131, 328
354709694783029, 96466009750084, 178010927609695 @ -173, 393, 279
388746550216938, 233930015644562, 246169147190466 @ -222, -41, 242
391968951846455, 258756740159808, 231361432878342 @ -250, 38, 182
416992379884888, 171337917489031, 288858032434544 @ -374, 360, -32
351720586796128, 207277997732428, 354215508558147 @ -164, 165, -91
429408328597929, 200907646129730, 282759213846294 @ -445, 218, -8
356717232957513, 134838728217362, 177104244310166 @ -159, 355, 324
320255899834299, 257336336154509, 175341619535934 @ -67, 40, 326
325961906259795, 264421735925312, 220960977087576 @ -22, -24, 245
419043513107061, 189685224441656, 182773977884988 @ -307, 202, 273
422514253434549, 209754890897678, 241589362419588 @ -461, 179, 236
404476404870593, 157998515072034, 252706193982430 @ -304, 389, 141
379276300299215, 155277822454311, 242507794583532 @ -211, 332, 164
398292822608753, 186236131683912, 207649377913226 @ -277, 266, 328
385641737284926, 169039222692038, 286553885131167 @ -222, 355, -11
358781858793332, 228233494955179, 243659259998456 @ -28, 54, 220
411241692518799, 196921054553202, 296359212666910 @ -342, 231, -62
398529578988393, 201375067283202, 259110119440806 @ -273, 194, 113
385777910269879, 181824613890332, 241074571448834 @ -211, 361, 234
390191349757488, 284504002514642, 215539902077361 @ -244, -105, 271
370230987642417, 183770988724454, 343886792464248 @ -205, 213, -63
411908900046303, 234487242666467, 272921881431396 @ -315, 84, 68
434654663035364, 192166279614791, 307612228971964 @ -410, 232, -68
359903286962817, 195876067414871, 258761875472370 @ -145, 210, 114
381719538883643, 162048646115874, 302202459044466 @ -214, 335, -40
393141798432154, 229096259414446, 213767459605588 @ -256, 83, 316
379956050071179, 178995403250360, 236271689866224 @ -176, 370, 259
414438159399537, 239884287805556, 267390382741896 @ -357, 28, 75
445945593242433, 202966849196378, 244402432086270 @ -434, 188, 163
377975961995238, 255353301256575, 214661511367916 @ -174, -78, 360
456827542413615, 291257258174924, 244983146279832 @ -410, -40, 147
395968874930655, 143483248319090, 252538126167618 @ -262, 359, 132
393852503627465, 229951449309648, 266395280220156 @ -265, 38, 65
303932547957063, 242665141974310, 193374299322624 @ -24, 77, 281
389149360104628, 191073808404243, 263370841224205 @ -244, 198, 103
360941664873741, 194168869333606, 225365708804570 @ -126, 230, 249
359352720057089, 207983718020194, 254121927492998 @ -161, 167, 126
415308248697417, 257853610741684, 156131490617586 @ -297, 62, 320
343351387505667, 204656894908058, 235869839706243 @ -123, 175, 173
320138738618622, 170776962262088, 262714150001358 @ -40, 277, 102
345287720393958, 147894887872532, 330161782591086 @ -96, 369, -122
477245233553385, 226984806832706, 321801289132710 @ -425, 124, -17
423978107355616, 308536382845637, 193062287804265 @ -326, -74, 269
