130566327241719, 342898304917188, 265430514700446 @ 349, -340, 355
149368006866814, 184120608538942, 273418353698316 @ 294, 34, 325
283036676302296, 205853497441740, 404693973868214 @ -17, -13, 20
247737854326331, 332107061664284, 295822573402564 @ 5, -380, 357
203006156405972, 294993933960030, 321932932582465 @ 224, -262, 372
297204183764862, 230534211849804, 334515021825651 @ -78, -52, 188
225250639272622, 263689276814092, 248053332995598 @ 117, -146, 397
121500205967017, 339380168322941, 389902252844057 @ 367, -329, 52
237504557134936, 309458850660546, 311371698970420 @ 70, -271, 264
302780876190836, 287435175585288, 264423869301412 @ -76, -204, 360
210087860907706, 189380188463605, 392468726077873 @ 154, 27, 48
223900927057534, 238725320042498, 363850723461082 @ 93, 21, 75
135393592163841, 346975445747036, 429545857773935 @ 345, -356, -56
96579324889717, 277844192874552, 445279432882068 @ 397, -184, -55
242047436609192, 282096079317870, 329174684281720 @ -36, -166, 257
130932731345729, 242592927685926, 260964801918019 @ 369, -82, 388
169428575417235, 268464251692740, 344363192076559 @ 273, -148, 162
236896706168987, 301472084301800, 382447207981335 @ 35, -264, -8
260637238851750, 300342204561755, 314087031477081 @ -2, -243, 256
197412266043662, 291236058360798, 329034923179552 @ 257, -225, 286
268218477953164, 258452482245302, 377288181921816 @ -24, -114, 61
212334537516001, 312420627120399, 350186999140138 @ 145, -325, 135
176251943698382, 319631593899585, 345076993504705 @ 262, -305, 160
98269606200612, 224401786919960, 350933278231690 @ 396, -68, 147
178781289051707, 271468532744741, 323955773424780 @ 227, -167, 209
269606678656694, 196247247650892, 344241900075268 @ -1, 34, 162
267348879727495, 185694802226640, 241179354342464 @ 21, 32, 401
295386399238480, 200612667807522, 397576224634629 @ -60, 14, 28
264531476038938, 216675640854664, 285993589944238 @ -5, 4, 333
270888598996848, 285473159051316, 298939031234758 @ 1, -199, 276
220486956806057, 240528057575541, 341571955047760 @ 127, -81, 169
169432285632560, 317896689528582, 391451397999316 @ 316, -322, -23
216522986163572, 311580323493668, 303863003229926 @ 122, -329, 382
323515358210300, 213847051134372, 294819583369510 @ -104, -37, 274
184764787938497, 253013542856735, 314290183051700 @ 221, -113, 241
222796793772888, 348732636442416, 410817505366126 @ 121, -364, -12
269810223265116, 307652937158504, 339838139865090 @ -60, -275, 179
186499767986187, 254029497741445, 384691947302590 @ 249, -69, 3
180042869405236, 283429539475088, 378492177441190 @ 306, -180, -6
136411026946172, 349706418471360, 354751264622818 @ 367, -383, 132
247603403930180, 206545019518302, 402769868179944 @ 44, 35, -10
