365800016794618, 365132893867647, 339049819032667 @ -154, -80, -304
305911522057622, 343900344469215, 249358801421799 @ -166, 15, -82
278991159558470, 356568746009095, 284642127316503 @ 43, -78, -303
281858190106570, 336450010274335, 219833497200727 @ 26, 42, 83
250099648802204, 342917042683989, 155083544233293 @ 101, -30, 117
291699432251252, 379872480383025, 295797228672037 @ -8, -143, -260
274026536901316, 378112670697712, 270334223060957 @ 56, -156, -188
268853732946897, 323537044249234, 294381752545103 @ 87, 84, -314
267250298908638, 314163935440285, 305932844933311 @ 80, 92, -320
181750233736542, 332880153446695, 265840875304039 @ 260, -7, -152
254208418352723, 329274174727698, 209139425733747 @ 141, 44, 66
301933120087493, 367079329562013, 203753717571122 @ -65, -119, 103
331544202553610, 315910272128147, 213356297869443 @ -134, 63, 6
237830287285799, 431176330974138, 254490334518786 @ 153, -284, -125
323612692715254, 306861749120775, 271927178672795 @ -127, 112, -188
329309343436226, 341726089420935, 187494769351159 @ -110, -23, 64
264975146194712, 343795838727195, 221438287161399 @ 104, -13, 30
208754857188560, 278585058975513, 259196813761719 @ 191, 116, -136
366888039471740, 316858288573761, 242234791882185 @ -199, 40, -93
260709523149732, 381181579119514, 232898218436360 @ 212, -304, 65
337451555743154, 410382280325673, 198579196353813 @ -102, -184, 1
333605542297748, 419066027474093, 272136495111623 @ -161, -292, -188
250252658186298, 341137483407059, 286728662626211 @ 278, 36, -379
281077462543811, 411830618802066, 189556944425544 @ 25, -176, 9
312302898135236, 336640136385381, 236685468776583 @ -211, 70, 16
221375735782352, 459747568849875, 171803655245729 @ 145, -269, 41
309471002555356, 272843522800961, 302146063631427 @ -60, 189, -270
325042359449237, 333636295106355, 348441117299139 @ -87, -5, -366
231875846737334, 456328438829943, 170855585146281 @ 136, -287, 63
310426263798710, 359332774545762, 214236001185208 @ -134, -92, 101
225743017788071, 401153354135754, 285364172010042 @ 221, -224, -233
318242456886062, 406998263493935, 240789960731579 @ -95, -232, -80
348786199786628, 282658036225137, 345183616739829 @ -132, 109, -336
228810898635061, 298641100422014, 226682834339259 @ 251, 176, -6
301191517197946, 379770238415729, 248415957585997 @ -42, -147, -104
248404564844234, 336526162414603, 242842220257347 @ 244, 50, -48
256084256416122, 344094538158695, 180789031046323 @ 102, -28, 98
283052596773479, 379986496116677, 295574516118746 @ 19, -211, -359
353969703076780, 353886375443291, 220447835508279 @ -165, -57, -36
285246262325485, 402769452894447, 270893944050284 @ 11, -257, -191
212755521655466, 313018404127083, 193595046880359 @ 210, 53, 39
301729986494822, 360003442614750, 244874957619579 @ -86, -96, -70
312761658230870, 252905417602545, 218232910581063 @ -54, 197, -34
256925789285172, 366931782132961, 187084126124843 @ 87, -90, 46
334228719016450, 291758198397943, 314583998347863 @ -100, 90, -267
276239755075343, 399761971815249, 183242185231335 @ 35, -151, 22
242403853353433, 314388372226314, 251600062873047 @ 171, 88, -114
315182934216810, 363988732147811, 293749052022531 @ -124, -105, -300
302556634168412, 403542474983585, 271299519131141 @ -23, -168, -163
257877232526836, 355303215144132, 265738961755039 @ 248, -80, -226
296750514539684, 354277120332734, 245349868194711 @ -104, -70, -42
238123717644598, 374340533357995, 262305528149287 @ 224, -153, -160
271298998910219, 389568068091232, 209475144487501 @ 73, -222, 80
226827072907017, 321211156761550, 243464000507689 @ 267, 84, -76
265580217914546, 276994628879883, 214805904050091 @ 69, 156, -15
223205641947151, 373857592242381, 210240228980131 @ 171, -107, -14
252996946010678, 358641415773915, 194198611138581 @ 116, -73, 67
245172859737068, 318553344312702, 263166985049277 @ 264, 166, -180
284493249408232, 353733879096368, 233606942944527 @ 12, -60, -18
227138186162418, 249845702781667, 224656485719111 @ 156, 195, -53
295722428888066, 403128043609983, 282367718973363 @ -24, -230, -222
351809601215438, 422739510814083, 272793432759575 @ -167, -245, -175
221591647900270, 322821372041247, 251372269090055 @ 251, 58, -113
239722663570682, 455174972135395, 184328616488499 @ 124, -298, 42
299960912790890, 363055674507279, 273981319094719 @ -110, -134, -271
361000372337228, 256748205056727, 156966579725676 @ -152, 159, 91
227339745225733, 298491821595994, 203608898398754 @ 189, 110, 29
340046228322122, 311413037845155, 231190575507879 @ -214, 115, -29
277863676197821, 418207616244915, 222455580857205 @ 39, -293, -8
353988104935574, 370573529417511, 264639786952863 @ -182, -105, -154
345079931034114, 347938781597216, 179021328740930 @ -162, -40, 97
327261752697830, 390161374487475, 298095159091195 @ -191, -233, -332
373880803877178, 358781454250053, 228424871255545 @ -234, -71, -52
273161721580736, 381135789845483, 233384097564247 @ 91, -265, 32
305648756696440, 385868661526744, 273415936903426 @ -136, -282, -253
215799913031070, 317794017229539, 348442896266799 @ 161, 19, -321
187301842130150, 320149360280208, 351924885194723 @ 226, 16, -334
273937859010239, 366008312344671, 237651238364733 @ 95, -169, 20
179998910073642, 369809972398595, 176298611604339 @ 257, -93, 54
260831876058442, 443915892211883, 325560932148443 @ 72, -264, -289
313886339149724, 375303330429855, 283130519297613 @ -60, -113, -200
302111210086966, 321053677867407, 258119229182135 @ -115, 166, -149
