Card   1:  3 73 71 19 44 92 67 83 54  9 | 46  9 73 16 34 77 67 17  3 92 62  6 54 80  5  1 71 19 51 44 23 98 88  4 83
Card   2: 36  6 31 79 90 30 59 35 66 10 | 66 31 90 59 35  6 14 96 64 36 25 99  7 62 79 72 15 74 67 94 26 30  3 10 44
Card   3: 23 67 77 10 65 56 99 50 80 87 | 77 10 74 67 29 22 56 23 65 99  4 11 89 87 27 80  1 60 30 73 50 16 15 61 20
Card   4: 66 44 76 22 91 12 28 35 98 14 | 50 52 12 14  1 53 63 57 98 76 22 44 91 28  7 35 51 21  6 90 66 72 39 78 64
Card   5: 84 95 86 35  6 26 74 40 91 34 | 84 46 35 96 43 55 16 60  7 72 91 57 54  3 86 95 74 23 40 26 34 94 41  6 31
Card   6: 31 30 77 73 34 33 56 41 23 78 | 72 96 43 97 71 34 53 33 83 73 99 10 77 16 31  8 56 39  4 82 59 37 17 62 40
Card   7: 12 64 56 96 97 32 52 38 59 54 | 38 36 96 12 22 35 76 40 56 54 52 97 60 17  1 29 41 70 84 83 82 93 59 64 61
Card   8: 98 36 96 11 42 57 68  5  4  3 | 79 59 56 50 48 40  1 75 71 93 34 90 42 10 80 18 76 63 64 70 31 88  4 78 43
Card   9: 33 78 46 64 63 59 95 13 27 50 | 77 95  7 61 55 25 52 69 70 86 35 43 65 75 39 41 89 58  6 90 15 74  5 37  8
Card  10:  9 78 72 75 93 40  6 45 67 19 | 62  7 78 69 83 39 45 27 22 14 80 23 76  6 47 91 12 57 49 35 24 55 61 72 30
Card  11: 25 98 86 29 48 92 15 55 96 39 | 12 71 96 39 85 26 25 62 51 40 38 64  9 79 52 69 37 30 78 13 77 10 65  3 23
Card  12: 77 81  9 44 24 15 12 42 43 51 | 74 49 23 36 10 51  2  6 95 12 68 63 54 80 43 27 59 16 11 94 98 28 78 90 89
Card  13:  3 65 69 79 49 13 48 23  6 95 |  8 43 60 52 77 47 87 51 19  3 99 21 42 59 37 67 18 30 56 31 54  1 41 20 80
Card  14: 82 49 98  2 63 65 21 66 18 22 | 38 23 34 83 73  5 62 28 26 22 53 65 10 91 27 17 61 87 98  7 93 64 58 60 12
Card  15: 31 72 35 49 85  3 90 38 61 93 |  6 99 11 45 29 57 33 81 97 39 84 94 43  3 77 23 44 74  9 34 28 95 55 31 71
Card  16:  7 22 19 84 91 66 18 34 81 28 | 47 46 62 13 73 95 42 20 75 99 21 64 54 51 77 80 49 24 26 60 39  9 31 19 17
Card  17: 98 14 30  6 96  2 55 21 93 61 | 78 68 65 47 67 33  8 53 20 92 39 12 48 41 71 35 83 58 70 97 95  9 28 18 74
Card  18: 41 15 81 65 56 86 92  8 58 89 | 99 68  9 47 64 61 10 71 43 14 69 75 87 24 91 20 85 44 22 31 33 34 83 59 17
