Card   1: 36 88  5 55 44 81 19 53 71 91 | 44 71 35  5 96 91 74 94 52  2 53 24 81 23 26 68 78 55  4 29 88 40  9 36 19
Card   2: 46 50  1 87 55 57 73 92 38 70 | 83  1 50 92 21 40 97 15  9 37 94 22 55 87 72 46 18 69 57 38 54 73 64 47 70
Card   3: 64  3 16 85 37 40  7 17 66 70 | 74 37 40 77 17 95 73 66  9 21 31 81 28 16 20 65 64 69 57  7 70 85  3 22 72
Card   4: 94 23 14 49 92 89 10 99 22 28 | 27 57 44 52 96 28 36 97 80 92 94 22 40 23 13 18 16 10  9 69 89 99 49 14  5
Card   5: 43 42 23 10 14 69  1 19 65 50 | 86 69 14 65 46  6 92 88 12 32 75 23 58 42 43 33 37  1 48  8 81 50 19 18 64
Card   6: 55 40 20 59 84 73 45 34 56 69 | 45 11 59 28 65 34 15 20 41 69 84 55 29 13 73 14 81 56 83 74 40 62 94 89 32
Card   7: 17 87 68 55 92  9 33 89 58 25 | 89 62 16 45 17 19 69  9 87 48 33 68 59 64 55 81 58 75 54 74  8 85 25 92 35
Card   8:  9  4 85 25 64 51 70 19 24 31 | 79  4 60 85 11 41 64 31 70 24  2 51 15 19 62 26 25 14 49  9 98 87  3 92 78
Card   9: 83 55 65 64  2 68 25 99 75 30 | 15 28 25 54 75 47 36  2 64 16  4 19 55 99 65 27 51 86 33 83 68 30 82 43 84
Card  10: 90 59  8 12 62 10 80 49 97 26 | 61 12 49 68 55 97 79 36 16 52 10  1 50 62 46 70 76 51 66 80 26 67 31 25 90
Card  11:  6 26 84  7  8 46 66 70 96 28 | 32 44 66 95  3 38 94 93 30 84  9 68 97 10 96  8 79 28 57 14 40 29 85 16 46
Card  12: 30 43 76 50 80 48 49 32 46 88 | 43  9 73 33 80 95 49 14 69  2 56 62 46 85 21 26 82 53 78 17 39 48 32 76 64
Card  13:  6 86 78 74 40 99  1  4  3 17 |  1 99 17  4 59 21 75 24 85 96 74  6 40 90  3 80 11 10 97 78 98 36 41 86 79
Card  14: 50 67 98  6 65 81 44 15 80  5 | 90  5 73 43 23 81 80 67 24 40 68 31 21 93 27 57 53 84 18 15 75 50 71 20 65
Card  15: 95  5 22 72 38 51 90  6 48 81 | 40 23 13 91 97 31 93  3 56 53 19 67 50 57 73 30 15 79 92 54  5 43  7 87 98
Card  16: 81 11 48 75 34 77 60 16  6 18 | 41 25  9 21 80 29 97  3 18 48  7 62 91 96 12 74 83 40 10 98 87 69 64 30 65
Card  17: 92 95 26 33 55 86 25 90 57 59 | 86 52 55 33 65 37 95 82 94 31 54 16 30 57 59 22 25 47  4 21 26 90 35 69 92
Card  18: 79 69 34 83 97 65 33 15 73 67 | 94 22 42 34 43 93 29 62 91 84  5 67 65 79 77 33  6 51 52 35 83 68 15 69 32
Card  19: 34 95 19 12 44 61 52 78 71 26 | 19 70 30 96 14 26 81 62 95 40 56 37 84 93 54  9 32 94 46 89 20 48 24 34 85
Card  20: 98 54 99  2 66 31 40 22 20 44 | 45 57 66 61 21 81 56  4 43 35 27 83 68 40  5 97 84 63 17 53 10  3 12 99 65
Card  21: 78 77 97 39 54 96 42 64  5  3 | 49 80  8 45 65 44  1 15  6 41 73 56 43 60 67 76  2 72 50 10 27 25  7 63 18
Card  22: 56 18  8 58 90 36 95 94 38 91 | 55 50 65 58 42 82 26 24 80 13 91  3 86 68 88 20 34  6 94 97 64 21 79 52 11
Card  23: 86 23 57 70 89  7 96 63 19 26 | 55  4 20 23 16 18 50 24 46  1 35 10 19 86  6 59 26  5 89 96 92 90 33 25 77
Card  24: 64 52 77 21 37 19 28  9 86 48 | 62 65 46 10 43 49 29 98 72 16 55 63 53 51  7 76 87 14 17 39 95 41 97 45 22
Card  25: 78 29 22 12 27 24 87 61 41 59 | 94 66 77  5 90 49  1 98  4 73 26 68 19 85 45 30 32 54 64 21 35  7 34 53 10
Card  26: 22 43 68 33 74  2 13 96  9  8 | 98 31 66 29 93 20 63 45 46 53 48 43 15  1 21 86 79 14 16 28 91 44 40 87 26
Card  27: 49 21 45 52 13 79 77 12 89 82 | 69 88 19 18 65 22 99  1 52 57  5 41 61 40 78 33 21 58 46 17 54 20 16 68 44
Card  28: 59 43  5 48 19 93 74 75 72 52 | 24 40 17 72 27 23 26 76 84 88 66  3 71 30 95 58  7 42 78 45  9 82 36 73 57
Card  29: 79 84 94 75 76 61 62 32 10 85 | 44 49 66 93 95 53 86 52 12  2  9 39 41 60 26 17 15 46 77 16  6 34 13 98 90
Card  30: 60  2 62 71 72 37  6 83 65 93 | 11 14 33  1 98  3 80 96 91 23 13 53 38 84 75 32 25 41 18  8 51  4 30 28 95
Card  31: 51  7 52 80 49 13 15 89 19  8 | 75 12 23 64 37 49 13 21 52 15 17  8 40 73 80 71 89 19  7 83 91 18 51 97 61
Card  32: 89 33 92 29 51 26 41 34 69 55 | 55 51 43 53 92 35 31 98 41 69 82  8 26  1 33 78 23 52 79 94 28 89 18 34 45
Card  33: 65  7  1 85 80 63  9 32 58  8 | 57 76 47 70 64 79 38 91 94 21  5 90  6 35 43 82 69 31 75 39 37 88 34 26 86
Card  34: 51 79 18 34 85 59 31 46 21 84 | 34 50 60 44 84 53 18 28 48 27 49 47  7 21 96 85  1 17 30 23 51 46 62 31 87
Card  35: 20 48 51 95 61 52 29 62 73 19 | 27 38 17 36 34 40 29 15 79 99 25 21 31 50 54 60 65 37 75 28 12 89 10  7 26
Card  36: 69 55 14  7 39 70  8 97 16 23 | 34 39 75 10 52 83 33 56 82 96 37 99 31 40 51 70 13 55 53 69 76 47 59 11  7
Card  37: 60 97 57 85 93 48 18 53 74 27 | 33  5 57 36 12 42 58 92 25 72 47 89 45 16 78 19 66  3 28 31 44 14 75 38 37
Card  38: 94 49 37 84 47 45 55 89 25 20 | 74 21 75 50 53 70 10 23 98 48 41 95 61 29 33 32 46 73 90 84 14 16 25 99 57
Card  39: 61 81 62 57 12 40 93 63 42 99 | 93 96 42 27 26 19 46 16 64 94 51 40 30 61 97 37 72 59 10 81 83 74 12 90 38
Card  40: 15 12 31 43 76  8 10 73 39 35 | 32 16 71 76 30 35 86 17 25 48 23 91 15  9 85 93 62 43 67 29 60 65 89 39 56
Card  41: 90 69 21 39 94 86 82 17 99 52 | 76 70  6 37 95 75 97 35 63 92 15 68 51 19 89 18 47 93 61 57 32 67 24 98  1
Card  42: 74 35 94 19 20 78  5 33 79 39 | 25 32 78 21 18 71 95 90 27 45 44 76 98 69 34 31 80 22 66 33  3 53 19  9 51
Card  43: 61 13 67 42 29 38 91 72 41 22 | 71 49 19 30 20 99 85 43 46 15 10 55 57 47 39  1 54 29 59 88  3 34 31 80 84
Card  44: 29 40 12 65 24  6 28 27 91  1 | 49 77 83 28 45 48 22 89 35 54 65 70 58 20 19 46 38 61 97  5 99 92 67 79 98
Card  45: 65  9  8 21 41 82 66 33 75 40 | 39 10 93 25 37 19  2 91 90 26 70 29 11 78 54 73 52 49 76 34 69 75 42 85 17
Card  46: 31 18 71 65 83 95 30 51 42 99 | 60 40 11 86 70 58 73 94 21 82 26 39  4 77 74 12  7  8 32 76 85 56  1 64 44
Card  47: 59 96 12 53 22  5 91 46 13  7 | 94 70 37 44  4 11 50 67 66 81 73 84 79 36 55 62 60 95 29 88 85 75 76  6 19
Card  48: 88 34 37 47 63 48 66 56 83 18 | 18 56 37 69 22 66 48 85 47 88 43 61 82 68 81 34 83 86 20 63 74 52 46 16 97
Card  49: 89 84 16 34 24 75  8 92 62 73 | 55 80 25 60 88 67 78  6 83 33 50 96 75 24 32 68 14 35 89 45 13 43 12 18 98
Card  50: 81 88 70 34 10 96 72 12 86 71 | 70 50 51 46  1 31 81 86 25 76 96 72 82 52 27 34 22 71 10 40 41 12 99 88  6
Card  51: 37 77 96 34 68 12 11 72 27 69 | 72 27 20 12 62 55 11 82  1 77 52 64 29 68 34 22 21 96 37  4 24 69 17  5 41
Card  52: 41 22 50 36 94 71 34 32 76 19 | 94 41 85 36 72 18 76  6 13 50 69 71 22  7 17 89 19 10 79 32 83 34 33 39 64
Card  53: 80 78 24 53 28 57  8 94 30 93 | 57 81 24 48 53  3  8 94 13 80 78 26 30 29 28 44  4 93 70 72 83 86 38 87 67
Card  54: 94 68 14 10 77 12 57 78 80 23 | 29 76 15 80 11 95 57  7 14 68 61 23 43 45 92  9 26 98  2 86 99 81  1 94 91
Card  55: 87 68 96 78 10 40 82 92 41  6 | 47 57 78 90 87 10  6 41 42 40 50 82 97 54 68 92 29 34  8 33 46 96 31 88 17
Card  56: 53  2 92 59 40 64 78 84  8 17 | 27 82 76 52 69  2 40 48  3 89  8 66 54 36 64 67 59 78 84 57 17 30 97 90 51
Card  57: 79  5 64 90 72  4 98 49 18 97 | 23 97 18 33 64 93 84 46 48 79 49  4 92 72 98 32  5 88 28 43 77 65 60 22 90
Card  58: 26 93 95 62 85 38 12 21 22 20 | 41 69 48 99 89 94 44 39  9 83 40 55 49 70 80 86 14 19 75 61 30 71 91 31 47
Card  59:  8 97 29 80 48 41  7 65 15 16 | 67 18 73 62 42 57 21 47 89 58 55  2 23 78 13 54 33 72 82 93 11 63 56 86 76
Card  60: 74 89 13 83 37 25 14 24 87 82 | 74 60 24 27 69 44 92 37 84 39 18 47 14 62 13 64 89 49 82 87 59 10 26 25 83
Card  61: 29 38 21 42 53 25 77 17 64 30 | 92 75 25 66 89 87 62 44 84 37 46 41 32 63 81 17 49 23 35 85 71 69 57 38 59
Card  62: 25 40 28 85  9 31 64 84 73 49 | 60  8 13 79 78 87 32 26 30 39 23 45 24 16 11 93 68 17 41 82 21 62  2 74 94
Card  63: 68 72 47 11 96 75 88 48 90 82 | 37 45 93 23 97 89 17 82 96 98 88 48 11 49 14 47 90 75 72 68 13 31 91 65  6
Card  64: 80 23 84 51 17 15 72 32 62 11 | 60 97 11 20 16 15 54 51 17 14 77 32  1 94 24 64 72 10 85 84 45 48 74 71 50
Card  65: 86 15 85 66  6  1 75 82 99 32 | 13 75 15 32 50 39 85 76 72 12 26  6 66 89 25 82 69  8  4 96 88 81 27 84 99
Card  66: 54 41 28 24 38 99 80  9 31 97 | 97 50  4 44 31 70 91 14 95 57 69 54 77 41 65 12 28 21 99 38  6 83 78 80 24
